,authors,title,venue,type,year,access,key,ee
530,"Yung-Yao Chen,Yu-Hsiu Lin,Yu-Chen Hu,Chih-Hsien Hsia,Yi-An Lian,Sin-Ye Jhong",Distributed Real-Time Object Detection Based on Edge-Cloud Collaboration for Smart Video Surveillance Applications.,IEEE Access,Journal Articles,2022,open,journals/access/ChenLHHLJ22,https://doi.org/10.1109/ACCESS.2022.3203053
531,"Sung-Jin Cho 0002,Seung-Wook Kim,Seung-Won Jung,Sung-Jea Ko",Blur-Robust Object Detection Using Feature-Level Deblurring via Self-Guided Knowledge Distillation.,IEEE Access,Journal Articles,2022,open,journals/access/ChoKJK22,https://doi.org/10.1109/ACCESS.2022.3194898
532,"Hyunjoong Cho,Kyuiyong Lee,Nakkwan Choi,Seok Kim,Jinhwi Lee,Seungjoon Yang",Online Safety Zone Estimation and Violation Detection for Nonstationary Objects in Workplaces.,IEEE Access,Journal Articles,2022,open,journals/access/ChoLCKLY22,https://doi.org/10.1109/ACCESS.2022.3165821
533,"Jaeseok Choi,Yeji Song,Yerim Kim,Jaeyoung Yoo,Nojun Kwak",MD3D: Mixture-Density-Based 3D Object Detection in Point Clouds.,IEEE Access,Journal Articles,2022,open,journals/access/ChoiSKYK22,https://doi.org/10.1109/ACCESS.2022.3210108
534,"Mihály Csonthó,András Rövid,Zsolt Szalay",Significance of Image Features in Camera-LiDAR Based Object Detection.,IEEE Access,Journal Articles,2022,open,journals/access/CsonthoRS22,https://doi.org/10.1109/ACCESS.2022.3181137
535,"Guowei Dai,Lin Hu 0006,Jingchao Fan,Shen Yan,Ruijing Li",A Deep Learning-Based Object Detection Scheme by Improving YOLOv5 for Sprouted Potatoes Datasets.,IEEE Access,Journal Articles,2022,open,journals/access/DaiHFYL22,https://doi.org/10.1109/ACCESS.2022.3192406
536,"Jaime Duque Domingo,Jaime Gómez García-Bermejo,Eduardo Zalama","Improving Human Activity Recognition Integrating LSTM With Different Data Sources: Features, Object Detection and Skeleton Tracking.",IEEE Access,Journal Articles,2022,open,journals/access/DomingoGZ22,https://doi.org/10.1109/ACCESS.2022.3186465
537,"Chenhang Dong,Chengxin Pang,Zhengwei Li,Xinhua Zeng,Xing Hu 0006",PG-YOLO: A Novel Lightweight Object Detection Method for Edge Devices in Industrial Internet of Things.,IEEE Access,Journal Articles,2022,open,journals/access/DongPLZH22,https://doi.org/10.1109/ACCESS.2022.3223997
538,"Yunlong Fan,Ou Li,Guangyi Liu",An Object Detection Algorithm for Rotary-Wing UAV Based on AWin Transformer.,IEEE Access,Journal Articles,2022,open,journals/access/FanLL22,https://doi.org/10.1109/ACCESS.2022.3147264
539,"Masato Fujitake,Akihiro Sugimoto",Video Sparse Transformer With Attention-Guided Memory for Video Object Detection.,IEEE Access,Journal Articles,2022,open,journals/access/FujitakeS22,https://doi.org/10.1109/ACCESS.2022.3184031
540,"Emin Güney,Cüneyt Bayilmis,Batuhan Çakan",An Implementation of Real-Time Traffic Signs and Road Objects Detection Based on Mobile GPU Platforms.,IEEE Access,Journal Articles,2022,open,journals/access/GuneyBC22,https://doi.org/10.1109/ACCESS.2022.3198954
541,"Emin Güney,Cüneyt Bayilmis,Batuhan Çakan",Corrections to &quot;An Implementation of Real-Time Traffic Signs and Road Objects Detection Based on Mobile GPU Platforms&quot;.,IEEE Access,Journal Articles,2022,open,journals/access/GuneyBC22a,https://doi.org/10.1109/ACCESS.2022.3209832
542,"Yibo Han,Liejun Wang,Anyu Du,Shaochen Jiang",LIANet: Layer Interactive Attention Network for RGB-D Salient Object Detection.,IEEE Access,Journal Articles,2022,open,journals/access/HanWDJ22,https://doi.org/10.1109/ACCESS.2022.3156935
543,"Athina Ilioudi,Azita Dabiri,Ben J. Wolf,Bart De Schutter",Deep Learning for Object Detection and Segmentation in Videos: Toward an Integration With Domain Knowledge.,IEEE Access,Journal Articles,2022,open,journals/access/IlioudiDWS22,https://doi.org/10.1109/ACCESS.2022.3162827
544,"Rafal E. Jachowicz,Piotr Duch,Piotr W. Ostalczyk,Dominik Sankowski",Fractional Order Derivatives as an Optimization Tool for Object Detection and Tracking Algorithms.,IEEE Access,Journal Articles,2022,open,journals/access/JachowiczDOS22,https://doi.org/10.1109/ACCESS.2022.3145472
545,"Tahir Emre Kalayci,Gabriela Ozegovic,Bor Bricelj,Marko Lah,Alexander Stocker",Object Detection in Driving Datasets Using a High-Performance Computing Platform: A Benchmark Study.,IEEE Access,Journal Articles,2022,open,journals/access/KalayciOBLS22,https://doi.org/10.1109/ACCESS.2022.3180788
546,"BoSeon Kang,Min-Seok Jo,Chang-Sung Jeong",Clickable Object Detection Network for a Wide Range of Mobile Screen Resolutions.,IEEE Access,Journal Articles,2022,open,journals/access/KangJJ22,https://doi.org/10.1109/ACCESS.2022.3202222
547,"Junhyung Kang,Shahroz Tariq,Han Oh,Simon S. Woo",A Survey of Deep Learning-Based Object Detection Methods and Datasets for Overhead Imagery.,IEEE Access,Journal Articles,2022,open,journals/access/KangTOW22,https://doi.org/10.1109/ACCESS.2022.3149052
548,"Jae-Yeul Kim,Jong-Eun Ha",Weakly Supervised Foreground Object Detection Network Using Background Model Image.,IEEE Access,Journal Articles,2022,open,journals/access/KimH22,https://doi.org/10.1109/ACCESS.2022.3211987
549,"Jae-Yeul Kim,Jong-Eun Ha",Foreground Object Detection in Visual Surveillance With Spatio-Temporal Fusion Network.,IEEE Access,Journal Articles,2022,open,journals/access/KimH22a,https://doi.org/10.1109/ACCESS.2022.3224063
550,"Jakub Korczakowski,Grzegorz Sarwas,Witold Czajewski",CoU2Net and CoLDF: Two Novel Methods Built on Basis of Double-Branch Co-Salient Object Detection Framework.,IEEE Access,Journal Articles,2022,open,journals/access/KorczakowskiSC22,https://doi.org/10.1109/ACCESS.2022.3197752
551,"Bhagyashree V. Lad,Mohammad Farukh Hashmi,Avinash G. Keskar",Boundary Preserved Salient Object Detection Using Guided Filter Based Hybridization Approach of Transformation and Spatial Domain Analysis.,IEEE Access,Journal Articles,2022,open,journals/access/LadHK22,https://doi.org/10.1109/ACCESS.2022.3185409
552,"Hui Li,Lizong Liu,Jun Du,Fan Jiang,Fei Guo,Qilong Hu,Lin Fan",An Improved YOLOv3 for Foreign Objects Detection of Transmission Lines.,IEEE Access,Journal Articles,2022,open,journals/access/LiLDJGHF22,https://doi.org/10.1109/ACCESS.2022.3170696
553,"Tianyang Li,Jian Wang,Tibing Zhang",L-DETR: A Light-Weight Detector for End-to-End Object Detection With Transformers.,IEEE Access,Journal Articles,2022,open,journals/access/LiWZ22a,https://doi.org/10.1109/ACCESS.2022.3208889
554,"Ying-Cheng Lin,Ping-Yen Chiang,Shaou-Gang Miaou",Enhancing Deep-Learning Object Detection Performance Based on Fusion of Infrared and Visible Images in Advanced Driver Assistance Systems.,IEEE Access,Journal Articles,2022,open,journals/access/LinCM22,https://doi.org/10.1109/ACCESS.2022.3211267
555,"Jia Liu,Shuang Liu,Shujuan Xu,Changjun Zhou",Two-Stage Underwater Object Detection Network Using Swin Transformer.,IEEE Access,Journal Articles,2022,open,journals/access/LiuLXZ22,https://doi.org/10.1109/ACCESS.2022.3219592
556,"Guanlin Lu,Xiaohui He,Qiang Wang,Faming Shao,Jinkang Wang,Likai Hao",MStrans: Multiscale Vision Transformer for Aerial Objects Detection.,IEEE Access,Journal Articles,2022,open,journals/access/LuHWSWH22,https://doi.org/10.1109/ACCESS.2022.3190415
557,"Ahmed E. Mansour,Ammar Mohammed,Hussein Abd El Atty Elsayed,Salwa Elramly",Spatial-Net for Human-Object Interaction Detection.,IEEE Access,Journal Articles,2022,open,journals/access/MansourMEE22,https://doi.org/10.1109/ACCESS.2022.3199380
558,"Usman Masud,Tareq Saeed,Hunida M. Malaikah,Fezan Ul Islam,Ghulam Abbas",Smart Assistive System for Visually Impaired People Obstruction Avoidance Through Object Detection and Classification.,IEEE Access,Journal Articles,2022,open,journals/access/MasudSMIA22,https://doi.org/10.1109/ACCESS.2022.3146320
559,"Ibrahim Soliman Mohamed,Lim Kim Chuan",PAE: Portable Appearance Extension for Multiple Object Detection and Tracking in Traffic Scenes.,IEEE Access,Journal Articles,2022,open,journals/access/MohamedC22,https://doi.org/10.1109/ACCESS.2022.3160424
560,"Gwiseong Moon,Seola Kim,Woojin Kim,Yoon Kim,Yeonjin Jeong,Hyun-Soo Choi",Computer Aided Facial Bone Fracture Diagnosis (CA-FBFD) System Based on Object Detection Model.,IEEE Access,Journal Articles,2022,open,journals/access/MoonKKKJC22,https://doi.org/10.1109/ACCESS.2022.3192389
561,"Hakki Motorcu,Hasan F. Ates,H. Fatih Ugurdag,Bahadir K. Gunturk",HM-Net: A Regression Network for Object Center Detection and Tracking on Wide Area Motion Imagery.,IEEE Access,Journal Articles,2022,open,journals/access/MotorcuAUG22,https://doi.org/10.1109/ACCESS.2021.3138980
562,"Ryo Otsu,Ryoichi Shinkuma,Takehiro Sato,Eiji Oki,Daiki Hasegawa,Toshikazu Furuya",Spatial-Importance-Based Computation Scheme for Real-Time Object Detection From 3D Sensor Data.,IEEE Access,Journal Articles,2022,open,journals/access/OtsuSSOHF22,https://doi.org/10.1109/ACCESS.2022.3140332
563,"Yan Ouyang,Xinqing Wang,Ruizhe Hu,Honghui Xu,Faming Shao",Military Vehicle Object Detection Based on Hierarchical Feature Representation and Refined Localization.,IEEE Access,Journal Articles,2022,open,journals/access/OuyangWHXS22,https://doi.org/10.1109/ACCESS.2022.3207153
564,"Zhiheng Pan,Liuchao Xu,Chuandong Liang,Kui Pan,Mi Zhao,Min Lu",Lightweight Spatial Sliced-Concatenate-Multireceptive-Field Enhance and Joint Channel Attention Mechanism for Infrared Object Detection.,IEEE Access,Journal Articles,2022,open,journals/access/PanXLPZL22,https://doi.org/10.1109/ACCESS.2022.3172504
565,"Kyeong-Beom Park,Jae Yeol Lee",TCU-Net: Transformer and Convolutional Neural Network-Based Advanced U-Net for Concealed Object Detection.,IEEE Access,Journal Articles,2022,open,journals/access/ParkL22b,https://doi.org/10.1109/ACCESS.2022.3223424
566,"Hyeokjin Park,Joonki Paik",Pyramid Attention Upsampling Module for Object Detection.,IEEE Access,Journal Articles,2022,open,journals/access/ParkP22,https://doi.org/10.1109/ACCESS.2022.3166928
567,"Si-Dong Roh,Ki-Seok Chung",DAFA: Diversity-Aware Feature Aggregation for Attention-Based Video Object Detection.,IEEE Access,Journal Articles,2022,open,journals/access/RohC22,https://doi.org/10.1109/ACCESS.2022.3203399
568,"Kelei Sun,Qiufen Wen,Huaping Zhou",Ganster R-CNN: Occluded Object Detection Network Based on Generative Adversarial Nets and Faster R-CNN.,IEEE Access,Journal Articles,2022,open,journals/access/SunWZ22,https://doi.org/10.1109/ACCESS.2022.3211394
569,"Haotian Tan,Jiong Yu,Xueqiang Wan,Junjie Wang",Divide to Attend: A Multiple Receptive Field Attention Module for Object Detection in Remote Sensing Images.,IEEE Access,Journal Articles,2022,open,journals/access/TanYWW22,https://doi.org/10.1109/ACCESS.2022.3199368
570,"Anh Do The,Myungsik Yoo",LossDistillNet: 3D Object Detection in Point Cloud Under Harsh Weather Conditions.,IEEE Access,Journal Articles,2022,open,journals/access/TheY22,https://doi.org/10.1109/ACCESS.2022.3197765
571,"Tolga Turay,Tanya Vladimirova",Toward Performing Image Classification and Object Detection With Convolutional Neural Networks in Autonomous Driving Systems: A Survey.,IEEE Access,Journal Articles,2022,open,journals/access/TurayV22,https://doi.org/10.1109/ACCESS.2022.3147495
572,"Ülkü Uzun,Alptekin Temizel",Cycle-Spinning Convolution for Object Detection.,IEEE Access,Journal Articles,2022,open,journals/access/UzunT22,https://doi.org/10.1109/ACCESS.2022.3192022
573,"Jinkang Wang,Xiaohui He,Faming Shao,Guanlin Lu,Qunyan Jiang,Ruizhe Hu",Multi-Size Object Detection in Large Scene Remote Sensing Images Under Dual Attention Mechanism.,IEEE Access,Journal Articles,2022,open,journals/access/WangHSLJH22,https://doi.org/10.1109/ACCESS.2022.3141059
574,"Meng Wang,Qiang Wang,Haipeng Liu",CLFM: Few-Shot Object Detection via Low-Resource Contrastive Learning and Fisher Matrix Updating for Overcoming Catastrophic Forgetting.,IEEE Access,Journal Articles,2022,open,journals/access/WangWL22a,https://doi.org/10.1109/ACCESS.2022.3218464
575,"Xiru Wu,Fengtang Huang,Yaonan Wang,Hui Jiang",A VINS Combined With Dynamic Object Detection for Autonomous Driving Vehicles.,IEEE Access,Journal Articles,2022,open,journals/access/WuHWJ22,https://doi.org/10.1109/ACCESS.2022.3202161
576,"Yicheng Yan,Xianfeng Li,Ying Zhan,Lianpeng Sun,Jinjun Zhu",GSM-HM: Generation of Saliency Maps for Black-Box Object Detection Model Based on Hierarchical Masking.,IEEE Access,Journal Articles,2022,open,journals/access/YanLZSZ22,https://doi.org/10.1109/ACCESS.2022.3206379
577,"Xiaoqi Yang 0006,Liangliang Duan",MPTC-FPN: A Multilayer Progressive FPN With Transformer-CNN Based Encoder for Salient Object Detection.,IEEE Access,Journal Articles,2022,open,journals/access/YangD22,https://doi.org/10.1109/ACCESS.2022.3206945
578,"Zhongzheng Yuan,Tommy Azzino,Yu Hao,Yixuan Lyu,Haoyang Pei,Alain Boldini,Marco Mezzavilla,Mahya Beheshti,Maurizio Porfiri,Todd E. Hudson,William H. Seiple,Yi Fang 0006,Sundeep Rangan,Yao Wang 0001,John-Ross Rizzo","Network-Aware 5G Edge Computing for Object Detection: Augmenting Wearables to &quot;See&quot; More, Farther and Faster.",IEEE Access,Journal Articles,2022,open,journals/access/YuanAHLPBMBPHSF22,https://doi.org/10.1109/ACCESS.2022.3157876
579,"Yassin Zakaria,Sahar A. Mokhtar,Hoda Baraka,Mayada Hadhoud",Improving Small and Cluttered Object Detection by Incorporating Instance Level Denoising Into Single-Shot Alignment Network for Remote Sensing Imagery.,IEEE Access,Journal Articles,2022,open,journals/access/ZakariaMBH22,https://doi.org/10.1109/ACCESS.2022.3174087
580,"Hongyun Zhang,Jin Liu,Yongjian Gao",Pose Detection of Aerial Image Object Based on Constrained Neural Network.,IEEE Access,Journal Articles,2022,open,journals/access/ZhangLG22,https://doi.org/10.1109/ACCESS.2022.3175871
581,"Lin Zhang,Xinyu Zhang,Ning An,Rui Gao,Yingjie Zhang",Object Detection Based on Deep Learning and B-Spline Level Set in Color Images.,IEEE Access,Journal Articles,2022,open,journals/access/ZhangZAGZ22,https://doi.org/10.1109/ACCESS.2022.3190969
582,"Zhengning Zhang,Lin Zhang,Yue Wang 0007,Pengming Feng,Baochen Sun",Bidirectional Parallel Feature Pyramid Network for Object Detection.,IEEE Access,Journal Articles,2022,open,journals/access/ZhangZWFS22,https://doi.org/10.1109/ACCESS.2022.3173732
583,"Jun Zhong,Kangning Zhang,Qi Zeng 0003,Xing Liu 0001",A False Alarm Elimination Algorithm of Foreign Objects Debris Detection Based on Duffing Oscillator.,IEEE Access,Journal Articles,2022,open,journals/access/ZhongZZL22,https://doi.org/10.1109/ACCESS.2022.3142090
584,"You Zhou,Yong Bai,Yongqing Chen",Multiframe CenterNet Heatmap ROI Aggregation for Real-Time Video Object Detection.,IEEE Access,Journal Articles,2022,open,journals/access/ZhouBC22,https://doi.org/10.1109/ACCESS.2022.3174195
585,"Li-qun Zhou,Peng Sun,De Li,Jin-Chun Piao",A Novel Object Detection Method in City Aerial Image Based on Deformable Convolutional Networks.,IEEE Access,Journal Articles,2022,open,journals/access/ZhouSLP22,https://doi.org/10.1109/ACCESS.2022.3156953
586,"Lin Zhou,Haoran Wei,Hao Li,Wenzhe Zhao,Yi Zhang 0069,Yue Zhang 0016",Correction to &quot;Arbitrary-Oriented Object Detection for Remote Sensing Images Based on Polar Coordinates&quot;.,IEEE Access,Journal Articles,2022,open,journals/access/ZhouWLZZ022,https://doi.org/10.1109/ACCESS.2021.3073545
587,"Shi Zhou,Zijun Yang,Miaomiao Zhu,He L. Li,Seiichi Serikawa,Mitsunori Mizumachi,Lifeng Zhang",A Method to Automatic Create Dataset for Training Object Detection Neural Networks.,IEEE Access,Journal Articles,2022,open,journals/access/ZhouYZLSMZ22,https://doi.org/10.1109/ACCESS.2022.3195490
588,"Hossam M. J. Mustafa,Masri Ayob",Enhanced Connectivity Validity Measure Based on Outlier Detection for Multi-Objective Metaheuristic Data Clustering Algorithms.,Appl. Comput. Intell. Soft Comput.,Journal Articles,2022,open,journals/acisc/MustafaA22,https://doi.org/10.1155/2022/1036293
589,"Yiheng Wang,Bo Xiao,Ahmed Bouferguene,Mohamed Al-Hussein,Heng Li",Vision-based method for semantic information extraction in construction by integrating deep learning object detection and image captioning.,Adv. Eng. Informatics,Journal Articles,2022,closed,journals/aei/WangXBAL22,https://doi.org/10.1016/j.aei.2022.101699
590,"Kunyu Wang,Zhaoxiang Zhang,Xianguo Wu,Limao Zhang",Multi-class object detection in tunnels from 3D point clouds: An auto-optimized lazy learning approach.,Adv. Eng. Informatics,Journal Articles,2022,closed,journals/aei/WangZWZ22,https://doi.org/10.1016/j.aei.2022.101543
591,"Chenchen Jiang,Huazhong Ren,Xin Ye 0001,Jinshun Zhu,Hui Zeng,Yang Nan,Min Sun,Xiang Ren,Hongtao Huo",Object detection from UAV thermal infrared images and videos using YOLO models.,Int. J. Appl. Earth Obs. Geoinformation,Journal Articles,2022,open,journals/aeog/JiangRYZZNSRH22,https://doi.org/10.1016/j.jag.2022.102912
592,"Minsoo Park,Dai Quoc Tran,Jinyeong Bak,Seunghee Park",Advanced wildfire detection using generative adversarial network-based augmented datasets and weakly supervised object localization.,Int. J. Appl. Earth Obs. Geoinformation,Journal Articles,2022,open,journals/aeog/ParkTBP22,https://doi.org/10.1016/j.jag.2022.103052
